"P1","P2","Rounds","Rounds","P1 Mean","P2 Mean","0-00","0-01","0-01","0-11","1-00","1-01","1-00","1-11","cov(p1,p2)",,,,,,,,,,,,,,,,,,,,,
5983,6152,1361,1361,0.856618,0.891912,0.000000,0.000000,0.000000,0.000000,1.000000,0.010638,"NaN","9.354536950420954E-4",0.057858,,,,,,,,,,,,,,,,,,,,,
6152,4205,1134,1134,0.962048,0.935569,"NaN","NaN",0.000000,0.000000,1.000000,0.023810,0.016949,0.001013,"-7.689781152564353E-4",,,,,,,,,,,,,,,,,,,,,
6152,4231,63,63,0.967742,0.919355,"NaN","NaN",0.000000,"NaN","NaN",0.500000,0.333333,0.018519,0.011521,,,,,,,,,,,,,,,,,,,,,
4379,6152,410,410,0.046455,0.158924,0.000000,0.000000,0.000000,0.000000,0.090909,1.000000,"NaN",0.166667,0.009750,,,,,,,,,,,,,,,,,,,,,
6152,6699,568,568,0.966490,0.954145,0.000000,"NaN",0.000000,0.000000,"NaN",0.055556,0.050000,0.001965,0.001851,,,,,,,,,,,,,,,,,,,,,
7373,6152,769,769,0.373698,0.373698,0.000000,0.000000,0.000000,0.000000,0.041667,0.014085,0.023810,0.006711,0.124854,,,,,,,,,,,,,,,,,,,,,
7389,6152,1892,1892,0.936542,0.964040,0.000000,0.000000,0.000000,0.000000,0.500000,0.009434,1.000000,"6.020469596628537E-4",0.005070,,,,,,,,,,,,,,,,,,,,,
6152,7506,146,146,0.241379,0.144828,0.000000,0.000000,0.000000,0.000000,0.500000,1.000000,0.076923,0.055556,0.096316,,,,,,,,,,,,,,,,,,,,,
8322,6152,4147,4147,0.400145,0.100338,0.000000,0.000000,0.000000,0.000000,0.002874,0.040000,"9.950248756218905E-4",0.003571,0.031495,,,,,,,,,,,,,,,,,,,,,
7025,6612,843,843,0.659145,0.657957,0.000000,0.000000,0.000000,0.000000,0.500000,0.007463,0.100000,0.002451,0.058512,,,,,,,,,,,,,,,,,,,,,
8200,6612,1469,1469,0.525886,0.536104,0.000000,0.000000,0.000000,0.000000,0.045455,0.004545,0.020408,0.002083,0.075892,,,,,,,,,,,,,,,,,,,,,
9177,6612,1622,1622,0.514497,0.518199,0.000000,0.000000,0.000000,0.000000,0.083333,0.002262,0.083333,0.002725,-0.031407,,,,,,,,,,,,,,,,,,,,,
6612,5396,3225,3225,0.053970,0.026985,0.000000,0.000000,0.000000,0.000000,0.011364,0.012821,1.000000,0.166667,"7.152749725892997E-4",,,,,,,,,,,,,,,,,,,,,
1194,6612,759,759,0.394459,0.410290,0.000000,0.000000,0.000000,0.000000,0.062500,0.004808,0.125000,0.015152,-0.056089,,,,,,,,,,,,,,,,,,,,,
8608,6612,787,787,0.617048,0.611959,0.000000,0.000000,0.000000,0.000000,0.047619,0.003953,0.028571,0.005714,-0.113770,,,,,,,,,,,,,,,,,,,,,
7812,6612,850,850,0.028269,0.061249,0.000000,0.000000,0.000000,0.000000,0.052632,0.333333,"NaN",1.000000,0.002982,,,,,,,,,,,,,,,,,,,,,
2476,6612,1231,1231,0.750407,0.739024,0.000000,0.000000,0.000000,0.000000,0.142857,0.003906,0.037037,0.001582,-0.028102,,,,,,,,,,,,,,,,,,,,,
6612,6780,2598,2597,0.066230,0.037351,0.000000,0.000000,0.000000,0.000000,0.007634,0.142857,0.111111,0.041667,0.009849,,,,,,,,,,,,,,,,,,,,,
8650,6612,1479,1479,0.593369,0.597429,0.000000,0.000000,0.000000,0.000000,0.166667,0.002469,0.043478,0.002262,-0.038289,,,,,,,,,,,,,,,,,,,,,
6612,8582,445,445,0.581081,0.569820,0.000000,0.000000,0.000000,0.000000,0.200000,0.006173,0.166667,0.011905,-0.136674,,,,,,,,,,,,,,,,,,,,,
9008,6612,1122,1122,0.675290,0.666369,0.000000,0.000000,0.000000,0.000000,0.025641,0.003650,0.004098,0.005025,-0.058869,,,,,,,,,,,,,,,,,,,,,
1365,6612,569,569,0.669014,0.669014,0.000000,0.000000,0.000000,0.000000,0.500000,0.006623,0.166667,0.004545,-0.050666,,,,,,,,,,,,,,,,,,,,,
4400,6612,760,760,0.592885,0.594203,0.000000,0.000000,0.000000,0.000000,0.500000,0.004149,0.142857,0.005025,-0.080421,,,,,,,,,,,,,,,,,,,,,
9784,6612,36,37,0.742857,0.800000,"NaN",0.000000,"NaN",0.000000,0.200000,0.333333,0.500000,0.066667,0.107937,,,,,,,,,,,,,,,,,,,,,
6612,1378,109,109,0.638889,0.638889,0.000000,0.000000,0.000000,0.000000,1.000000,0.034483,1.000000,0.027027,-0.052582,,,,,,,,,,,,,,,,,,,,,
7334,6612,78,78,0.571429,0.597403,"NaN","NaN",0.000000,0.000000,"NaN",0.030303,0.333333,0.125000,-0.168165,,,,,,,,,,,,,,,,,,,,,
6612,1513,497,497,0.953629,0.969758,0.000000,"NaN",0.000000,0.000000,0.500000,0.052632,1.000000,0.002222,0.006507,,,,,,,,,,,,,,,,,,,,,
4678,6612,4708,4708,0.688974,0.683450,0.000000,0.000000,0.000000,0.000000,0.033333,0.001001,0.011905,"4.697040864255519E-4",-0.006152,,,,,,,,,,,,,,,,,,,,,
1281,6612,239,239,0.806723,0.802521,0.000000,0.000000,0.000000,0.000000,0.250000,0.025000,0.027027,0.009091,-0.014451,,,,,,,,,,,,,,,,,,,,,
7558,6612,2564,2564,0.568865,0.574327,0.000000,0.000000,0.000000,0.000000,0.142857,0.001325,0.047619,0.001481,-0.055420,,,,,,,,,,,,,,,,,,,,,
4100,6612,159,160,0.544304,0.550633,0.000000,0.000000,0.000000,0.000000,0.100000,0.166667,0.200000,0.015385,0.176857,,,,,,,,,,,,,,,,,,,,,
7170,6612,829,829,0.968599,0.944444,0.000000,0.000000,"NaN",0.000000,1.000000,0.043478,0.022727,0.001362,0.001774,,,,,,,,,,,,,,,,,,,,,
8655,6612,1112,1112,0.585059,0.588659,0.000000,0.000000,0.000000,0.000000,0.333333,0.003115,0.125000,0.003155,-0.051561,,,,,,,,,,,,,,,,,,,,,
4166,6612,973,973,0.570988,0.574074,0.000000,0.000000,0.000000,0.000000,0.200000,0.004049,0.166667,0.003378,-0.015724,,,,,,,,,,,,,,,,,,,,,
5209,6612,968,968,0.028956,0.054809,0.000000,0.000000,0.000000,0.000000,0.047619,"NaN",0.500000,0.250000,0.005654,,,,,,,,,,,,,,,,,,,,,
9992,6612,582,582,0.963855,0.929432,"NaN","NaN",0.000000,0.000000,1.000000,0.050000,0.029412,0.001984,"7.097609879872943E-4",,,,,,,,,,,,,,,,,,,,,
5983,6612,1035,1035,0.589942,0.592843,0.000000,0.000000,0.000000,0.000000,0.250000,0.003322,0.090909,0.003413,-0.055401,,,,,,,,,,,,,,,,,,,,,
4205,6612,311,311,0.606452,0.600000,0.000000,0.000000,0.000000,0.000000,1.000000,0.008621,0.333333,0.014925,-0.140120,,,,,,,,,,,,,,,,,,,,,
6612,4231,1287,1287,0.602644,0.599533,0.000000,0.000000,0.000000,0.000000,0.066667,0.002591,0.166667,0.002725,-0.071755,,,,,,,,,,,,,,,,,,,,,
4379,6612,668,668,0.050975,0.080960,0.000000,0.000000,0.000000,0.000000,0.058824,0.333333,1.000000,0.083333,0.018368,,,,,,,,,,,,,,,,,,,,,
6612,6699,841,841,0.794048,0.800000,0.000000,"NaN",0.000000,0.000000,0.166667,0.008000,0.333333,0.001880,0.016708,,,,,,,,,,,,,,,,,,,,,
7373,6612,1393,1393,0.721264,0.712644,0.000000,0.000000,0.000000,0.000000,0.015385,0.004000,0.004484,0.002151,-0.022256,,,,,,,,,,,,,,,,,,,,,
7389,6612,3243,3243,0.529303,0.537323,0.000000,0.000000,0.000000,0.000000,0.050000,0.001049,0.045455,0.001389,-0.052363,,,,,,,,,,,,,,,,,,,,,
6612,7506,797,797,0.065327,0.030151,0.000000,0.000000,0.000000,"NaN",0.034483,0.058824,"NaN",0.166667,0.005571,,,,,,,,,,,,,,,,,,,,,
8322,6612,2414,2414,0.481973,0.489847,0.000000,0.000000,0.000000,0.000000,0.004115,0.001832,0.006061,0.004808,-0.072713,,,,,,,,,,,,,,,,,,,,,
7025,8200,1452,1452,0.500345,0.500345,0.000000,0.000000,0.000000,0.000000,0.066667,0.004065,0.142857,0.002188,0.077877,,,,,,,,,,,,,,,,,,,,,
9177,7025,1300,1300,0.464203,0.470362,0.000000,0.000000,0.000000,0.000000,0.111111,0.004049,0.333333,0.002915,0.052802,,,,,,,,,,,,,,,,,,,,,
7025,5396,763,763,0.059055,0.035433,0.000000,0.000000,0.000000,"NaN",0.055556,0.052632,"NaN",0.142857,0.007097,,,,,,,,,,,,,,,,,,,,,
7025,1194,1472,1472,0.399048,0.385452,0.000000,0.000000,0.000000,0.000000,0.058824,0.002703,0.062500,0.005464,-0.023866,,,,,,,,,,,,,,,,,,,,,
7025,8608,694,694,0.610390,0.619048,0.000000,0.000000,0.000000,0.000000,1.000000,0.004878,0.166667,0.004762,-0.064184,,,,,,,,,,,,,,,,,,,,,
7812,7025,2542,2542,0.025580,0.051948,0.000000,0.000000,0.000000,0.000000,0.016949,0.500000,0.500000,1.000000,"2.458500420019632E-4",,,,,,,,,,,,,,,,,,,,,
7025,2476,1008,1008,0.586892,0.596822,0.000000,0.000000,0.000000,0.000000,0.500000,0.004167,0.200000,0.002915,"6.236109140776431E-4",,,,,,,,,,,,,,,,,,,,,
7025,6780,487,486,0.915638,0.938272,"NaN",0.000000,0.000000,0.000000,0.050000,0.052632,0.111111,0.002525,0.037709,,,,,,,,,,,,,,,,,,,,,
7025,8650,963,963,0.627859,0.634096,0.000000,0.000000,0.000000,0.000000,0.250000,0.005682,0.250000,0.002387,0.047197,,,,,,,,,,,,,,,,,,,,,
7025,8582,114,114,0.566372,0.575221,0.000000,0.000000,0.000000,0.000000,"NaN",0.024390,1.000000,0.047619,-0.119391,,,,,,,,,,,,,,,,,,,,,
7025,9008,367,367,0.669399,0.663934,0.000000,0.000000,0.000000,0.000000,1.000000,0.010526,0.142857,0.007092,-0.044319,,,,,,,,,,,,,,,,,,,,,
7025,1365,1474,1474,0.530210,0.532247,0.000000,0.000000,0.000000,0.000000,0.100000,0.003145,0.071429,0.002283,0.028240,,,,,,,,,,,,,,,,,,,,,
4400,7025,238,238,0.489451,0.489451,0.000000,0.000000,0.000000,0.000000,0.500000,0.014925,0.500000,0.022727,-0.040244,,,,,,,,,,,,,,,,,,,,,
7025,9784,2050,2049,0.793070,0.814056,0.000000,0.000000,0.000000,0.000000,0.004098,0.013514,0.025000,"7.898894154818325E-4",0.119475,,,,,,,,,,,,,,,,,,,,,
7025,1378,1255,1255,0.417863,0.414673,0.000000,0.000000,0.000000,0.000000,0.090909,0.003367,0.100000,0.004878,-0.002484,,,,,,,,,,,,,,,,,,,,,
7025,7334,1376,1376,0.686545,0.695273,0.000000,0.000000,0.000000,0.000000,1.000000,0.002653,0.090909,0.001805,-0.060989,,,,,,,,,,,,,,,,,,,,,
7025,1513,187,187,0.924731,0.956989,0.000000,"NaN",0.000000,0.000000,"NaN",0.076923,"NaN",0.006329,0.006871,,,,,,,,,,,,,,,,,,,,,
7025,4678,976,976,0.675897,0.683077,0.000000,0.000000,0.000000,0.000000,0.333333,0.005348,0.166667,0.002165,0.024937,,,,,,,,,,,,,,,,,,,,,
7025,1281,110,110,0.816514,0.825688,"NaN",0.000000,0.000000,0.000000,1.000000,0.055556,1.000000,0.014706,-0.016681,,,,,,,,,,,,,,,,,,,,,
7025,7558,140,140,0.474820,0.474820,0.000000,"NaN",0.000000,0.000000,1.000000,0.043478,1.000000,0.025000,0.078314,,,,,,,,,,,,,,,,,,,,,
7025,4100,180,179,0.709497,0.715084,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.166667,0.010000,0.126754,,,,,,,,,,,,,,,,,,,,,
7025,7170,255,255,0.940945,0.972441,"NaN","NaN",0.000000,0.000000,"NaN",0.066667,"NaN",0.004484,0.001961,,,,,,,,,,,,,,,,,,,,,
7025,8655,875,875,0.617849,0.623570,0.000000,0.000000,0.000000,0.000000,0.250000,0.005155,0.125000,0.003003,0.008761,,,,,,,,,,,,,,,,,,,,,
7025,4166,2586,2586,0.503675,0.503288,0.000000,0.000000,0.000000,0.000000,0.055556,0.001541,0.052632,0.001626,-0.008135,,,,,,,,,,,,,,,,,,,,,
7025,5209,132,132,0.145038,0.076336,0.000000,"NaN",0.000000,"NaN",0.200000,0.250000,0.333333,0.166667,0.034814,,,,,,,,,,,,,,,,,,,,,
7025,9992,1408,1408,0.938166,0.968728,0.000000,0.000000,0.000000,0.000000,1.000000,0.012346,1.000000,"8.090614886731392E-4",0.002265,,,,,,,,,,,,,,,,,,,,,
7025,5983,2913,2913,0.480082,0.480769,0.000000,0.000000,0.000000,0.000000,0.038462,0.001348,0.062500,0.001631,-0.014727,,,,,,,,,,,,,,,,,,,,,
7025,4205,205,205,0.475490,0.480392,0.000000,0.000000,0.000000,0.000000,1.000000,0.022727,0.500000,0.020408,0.032496,,,,,,,,,,,,,,,,,,,,,
7025,4231,383,383,0.510471,0.513089,0.000000,0.000000,0.000000,0.000000,0.166667,0.009091,0.500000,0.013158,-0.054427,,,,,,,,,,,,,,,,,,,,,
7025,4379,1492,1492,0.064386,0.033535,0.000000,0.000000,0.000000,"NaN",0.022727,0.024390,0.500000,0.125000,0.003208,,,,,,,,,,,,,,,,,,,,,
7025,6699,948,948,0.680042,0.692714,0.000000,0.000000,0.000000,0.000000,0.200000,0.008547,0.250000,0.001934,0.093308,,,,,,,,,,,,,,,,,,,,,
7025,7373,610,610,0.714286,0.719212,0.000000,0.000000,0.000000,0.000000,0.500000,0.007246,0.166667,0.003472,-0.030122,,,,,,,,,,,,,,,,,,,,,
7025,7389,312,312,0.459807,0.466238,0.000000,0.000000,0.000000,0.000000,0.333333,0.010000,0.500000,0.027027,-0.085075,,,,,,,,,,,,,,,,,,,,,
7025,7506,1332,1332,0.065364,0.033058,0.000000,0.000000,0.000000,"NaN",0.023256,0.028571,1.000000,0.142857,0.003100,,,,,,,,,,,,,,,,,,,,,
7025,8322,18,18,0.647059,0.647059,0.000000,"NaN",0.000000,"NaN","NaN",0.333333,"NaN",0.142857,0.075163,,,,,,,,,,,,,,,,,,,,,
9177,8200,2290,2290,0.438183,0.432066,0.000000,0.000000,0.000000,0.000000,0.029412,0.002427,0.071429,0.001845,0.055407,,,,,,,,,,,,,,,,,,,,,
8200,5396,986,986,0.090355,0.039594,0.000000,0.000000,0.000000,0.000000,0.037037,0.035714,0.038462,0.142857,0.004548,,,,,,,,,,,,,,,,,,,,,
1194,8200,458,458,0.967177,0.971554,0.000000,"NaN","NaN",0.000000,0.500000,0.083333,0.100000,0.002392,0.007683,,,,,,,,,,,,,,,,,,,,,
8200,8608,622,622,0.800322,0.718196,0.000000,0.000000,0.000000,0.000000,0.250000,0.017241,0.012658,0.002817,0.025169,,,,,,,,,,,,,,,,,,,,,
7812,8200,2257,2257,0.025266,0.054521,0.000000,0.000000,0.000000,0.000000,0.020000,0.333333,0.500000,1.000000,"8.393901400528485E-4",,,,,,,,,,,,,,,,,,,,,
2476,8200,1695,1695,0.543684,0.523022,0.000000,0.000000,0.000000,0.000000,0.029412,0.003268,0.045455,0.001792,0.052881,,,,,,,,,,,,,,,,,,,,,
8200,6780,1765,1764,0.085601,0.041383,0.000000,0.000000,0.000000,0.000000,0.010526,0.500000,0.033333,0.043478,0.013466,,,,,,,,,,,,,,,,,,,,,
8650,8200,1640,1640,0.527151,0.512508,0.000000,0.000000,0.000000,0.000000,0.032258,0.003717,0.062500,0.001828,0.073498,,,,,,,,,,,,,,,,,,,,,
8200,8582,1746,1746,0.545559,0.531805,0.000000,0.000000,0.000000,0.000000,0.125000,0.002058,0.009434,0.002849,-0.077357,,,,,,,,,,,,,,,,,,,,,
9008,8200,806,806,0.534161,0.662112,0.000000,0.000000,0.000000,0.000000,0.018868,0.005882,0.011364,0.008475,-0.021559,,,,,,,,,,,,,,,,,,,,,
1365,8200,631,631,0.739683,0.752381,0.000000,0.000000,0.000000,0.000000,0.500000,0.017857,0.333333,0.002475,0.103089,,,,,,,,,,,,,,,,,,,,,
4400,8200,272,272,0.933579,0.940959,0.000000,"NaN",0.000000,0.000000,"NaN",0.062500,1.000000,0.004255,0.006688,,,,,,,,,,,,,,,,,,,,,
9784,8200,2270,2271,0.688850,0.623623,0.000000,0.000000,0.000000,0.000000,0.002584,0.037037,0.008929,"9.652509652509653E-4",0.175279,,,,,,,,,,,,,,,,,,,,,
8200,1378,4742,4742,0.409196,0.415313,0.000000,0.000000,0.000000,0.000000,0.016949,0.001019,0.015385,0.001199,0.020135,,,,,,,,,,,,,,,,,,,,,
7334,8200,591,591,0.649153,0.783051,0.000000,0.000000,0.000000,0.000000,0.033333,0.009901,0.032258,0.004525,0.021354,,,,,,,,,,,,,,,,,,,,,
8200,1513,770,770,0.131339,0.059818,0.000000,0.000000,0.000000,0.000000,0.041667,0.032258,0.028571,0.100000,0.007758,,,,,,,,,,,,,,,,,,,,,
4678,8200,792,792,0.649810,0.662453,0.000000,0.000000,0.000000,0.000000,0.125000,0.012346,0.200000,0.002387,0.123804,,,,,,,,,,,,,,,,,,,,,
8200,1281,11,11,0.800000,0.900000,"NaN",0.000000,"NaN",0.000000,1.000000,"NaN","NaN",0.166667,0.145455,,,,,,,,,,,,,,,,,,,,,
7558,8200,206,206,0.902439,0.926829,0.000000,"NaN",0.000000,0.000000,"NaN",0.062500,1.000000,0.005988,0.016434,,,,,,,,,,,,,,,,,,,,,
4100,8200,1036,1037,0.549758,0.677295,0.000000,0.000000,0.000000,0.000000,0.006757,0.004237,0.028571,0.006667,0.059895,,,,,,,,,,,,,,,,,,,,,
8200,7170,461,461,0.115217,0.065217,0.000000,0.000000,0.000000,0.000000,0.083333,0.090909,0.071429,0.066667,0.029459,,,,,,,,,,,,,,,,,,,,,
8655,8200,115,115,0.956140,0.947368,0.000000,"NaN",0.000000,0.000000,"NaN",0.250000,0.500000,0.009804,0.014340,,,,,,,,,,,,,,,,,,,,,
4166,8200,1091,1091,0.542202,0.543119,0.000000,0.000000,0.000000,0.000000,0.076923,0.007874,0.250000,0.002242,0.131478,,,,,,,,,,,,,,,,,,,,,
5209,8200,907,907,0.051876,0.096026,0.000000,0.000000,0.000000,0.000000,0.052632,0.250000,0.200000,0.055556,0.020410,,,,,,,,,,,,,,,,,,,,,
9992,8200,277,277,0.884058,0.934783,0.000000,0.000000,0.000000,0.000000,"NaN",0.034483,"NaN",0.004673,0.002668,,,,,,,,,,,,,,,,,,,,,
5983,8200,199,199,0.919192,0.949495,"NaN",0.000000,0.000000,0.000000,"NaN",0.076923,"NaN",0.005952,"3.045530683721637E-4",,,,,,,,,,,,,,,,,,,,,
4205,8200,658,658,0.710807,0.727549,0.000000,0.000000,0.000000,0.000000,0.333333,0.019608,1.000000,0.002433,0.125952,,,,,,,,,,,,,,,,,,,,,
8200,4231,554,554,0.893309,0.875226,0.000000,0.000000,0.000000,0.000000,0.200000,0.021739,0.025000,0.002488,"7.572740744609327E-4",,,,,,,,,,,,,,,,,,,,,
4379,8200,37,37,0.194444,0.361111,0.000000,0.000000,0.000000,"NaN",1.000000,"NaN","NaN",0.200000,0.070571,,,,,,,,,,,,,,,,,,,,,
8200,6699,1827,1827,0.508762,0.532311,0.000000,0.000000,0.000000,0.000000,0.083333,0.004762,0.022727,0.001511,0.122538,,,,,,,,,,,,,,,,,,,,,
7373,8200,164,164,0.662577,0.871166,0.000000,0.000000,0.000000,0.000000,0.200000,0.035714,0.083333,0.016129,-0.003142,,,,,,,,,,,,,,,,,,,,,
7389,8200,165,165,0.914634,0.932927,0.000000,"NaN",0.000000,0.000000,"NaN",0.076923,"NaN",0.007353,0.005543,,,,,,,,,,,,,,,,,,,,,
8200,7506,2144,2144,0.076528,0.037797,0.000000,0.000000,0.000000,0.000000,0.015152,0.016667,0.043478,0.071429,0.004108,,,,,,,,,,,,,,,,,,,,,
8322,8200,1575,1575,0.621982,0.613723,0.000000,0.000000,0.000000,0.000000,0.007299,0.003774,0.011905,0.002033,-0.021889,,,,,,,,,,,,,,,,,,,,,
9177,5396,814,814,0.051661,0.030750,0.000000,"NaN",0.000000,"NaN",0.062500,0.055556,"NaN",0.142857,0.007023,,,,,,,,,,,,,,,,,,,,,
9177,1194,2853,2853,0.399719,0.393408,0.000000,0.000000,0.000000,0.000000,0.034483,0.001468,0.050000,0.002445,-0.010634,,,,,,,,,,,,,,,,,,,,,
9177,8608,1086,1086,0.603687,0.612903,0.000000,0.000000,0.000000,0.000000,1.000000,0.002793,0.083333,0.003534,-0.096850,,,,,,,,,,,,,,,,,,,,,
7812,9177,130,130,0.085271,0.108527,0.000000,0.000000,0.000000,0.000000,0.142857,0.500000,"NaN",1.000000,0.006321,,,,,,,,,,,,,,,,,,,,,
9177,2476,484,484,0.712215,0.718427,0.000000,0.000000,0.000000,0.000000,0.500000,0.010309,"NaN",0.004098,"7.699810071351494E-4",,,,,,,,,,,,,,,,,,,,,
9177,6780,552,551,0.863884,0.894737,0.000000,0.000000,0.000000,0.000000,0.029412,0.032258,0.062500,0.002538,0.057853,,,,,,,,,,,,,,,,,,,,,
9177,8650,456,456,0.536264,0.547253,0.000000,0.000000,0.000000,0.000000,1.000000,0.011765,0.333333,0.006494,0.056622,,,,,,,,,,,,,,,,,,,,,
9177,8582,300,300,0.568562,0.568562,0.000000,0.000000,0.000000,0.000000,"NaN",0.008850,0.333333,0.018868,-0.141583,,,,,,,,,,,,,,,,,,,,,
9177,9008,599,599,0.675585,0.693980,0.000000,0.000000,0.000000,0.000000,"NaN",0.006410,0.200000,0.004132,-0.044983,,,,,,,,,,,,,,,,,,,,,
9177,1365,709,709,0.563559,0.562147,0.000000,0.000000,0.000000,0.000000,0.142857,0.005988,0.200000,0.004566,0.002853,,,,,,,,,,,,,,,,,,,,,
4400,9177,2114,2114,0.522007,0.522480,0.000000,0.000000,0.000000,0.000000,0.071429,0.001838,0.062500,0.001894,-0.014682,,,,,,,,,,,,,,,,,,,,,
9177,9784,2205,2204,0.778131,0.794011,0.000000,0.000000,0.000000,0.000000,0.003448,0.014286,0.021739,"7.645259938837921E-4",0.134251,,,,,,,,,,,,,,,,,,,,,
9177,1378,1089,1089,0.477941,0.477022,0.000000,0.000000,0.000000,0.000000,0.100000,0.003906,0.090909,0.004132,0.002000,,,,,,,,,,,,,,,,,,,,,
9177,7334,3615,3615,0.641118,0.648589,0.000000,0.000000,0.000000,0.000000,0.200000,"9.124087591240876E-4",0.052632,"8.35421888053467E-4",-0.076747,,,,,,,,,,,,,,,,,,,,,
9177,1513,707,707,0.932011,0.961756,0.000000,0.000000,0.000000,0.000000,"NaN",0.022222,"NaN",0.001634,0.001501,,,,,,,,,,,,,,,,,,,,,
9177,4678,2059,2059,0.638970,0.649174,0.000000,0.000000,0.000000,0.000000,0.125000,0.001866,0.100000,0.001316,-0.031705,,,,,,,,,,,,,,,,,,,,,
9177,1281,645,645,0.732919,0.748447,0.000000,0.000000,0.000000,0.000000,1.000000,0.008197,0.200000,0.002915,0.003541,,,,,,,,,,,,,,,,,,,,,
9177,7558,590,590,0.517827,0.516129,0.000000,0.000000,0.000000,0.000000,0.200000,0.006410,0.250000,0.007194,-0.022330,,,,,,,,,,,,,,,,,,,,,
9177,4100,245,244,0.750000,0.754098,0.000000,0.000000,0.000000,0.000000,0.200000,0.083333,0.100000,0.006452,0.117063,,,,,,,,,,,,,,,,,,,,,
9177,7170,23,23,0.954545,0.954545,"NaN","NaN","NaN",0.000000,"NaN","NaN",1.000000,0.052632,0.037549,,,,,,,,,,,,,,,,,,,,,
9177,8655,49,49,0.854167,0.854167,0.000000,0.000000,0.000000,0.000000,"NaN",0.250000,1.000000,0.028571,0.035289,,,,,,,,,,,,,,,,,,,,,
9177,4166,2104,2104,0.604375,0.604850,0.000000,0.000000,0.000000,0.000000,0.062500,0.002179,0.045455,0.001294,0.013600,,,,,,,,,,,,,,,,,,,,,
9177,5209,817,817,0.066176,0.033088,0.000000,0.000000,0.000000,"NaN",0.040000,0.052632,0.500000,0.142857,0.006391,,,,,,,,,,,,,,,,,,,,,
9177,9992,1115,1115,0.929084,0.959605,0.000000,0.000000,0.000000,0.000000,"NaN",0.014286,0.500000,0.001040,0.004219,,,,,,,,,,,,,,,,,,,,,
9177,5983,100,100,0.393939,0.383838,0.000000,"NaN",0.000000,"NaN",1.000000,0.045455,"NaN",0.066667,0.001818,,,,,,,,,,,,,,,,,,,,,
9177,4205,127,127,0.785714,0.777778,0.000000,"NaN",0.000000,"NaN","NaN",0.038462,"NaN",0.013889,-0.034871,,,,,,,,,,,,,,,,,,,,,
9177,4231,2382,2382,0.478790,0.479210,0.000000,0.000000,0.000000,0.000000,0.055556,0.001715,0.058824,0.001919,-0.003810,,,,,,,,,,,,,,,,,,,,,
9177,4379,245,245,0.118852,0.090164,0.000000,"NaN",0.000000,0.000000,0.200000,0.166667,0.500000,0.066667,0.054901,,,,,,,,,,,,,,,,,,,,,
9177,6699,465,465,0.797414,0.816810,0.000000,0.000000,0.000000,0.000000,1.000000,0.012987,1.000000,0.003436,-0.003383,,,,,,,,,,,,,,,,,,,,,
9177,7373,119,119,0.720339,0.745763,0.000000,0.000000,0.000000,0.000000,"NaN",0.043478,1.000000,0.016667,0.001211,,,,,,,,,,,,,,,,,,,,,
9177,7389,463,463,0.632035,0.625541,0.000000,0.000000,0.000000,0.000000,0.333333,0.016667,0.333333,0.004444,0.098997,,,,,,,,,,,,,,,,,,,,,
9177,7506,256,256,0.058824,0.027451,0.000000,"NaN",0.000000,"NaN",0.142857,0.250000,"NaN",0.333333,0.010156,,,,,,,,,,,,,,,,,,,,,
9177,8322,664,664,0.651584,0.663650,0.000000,0.000000,0.000000,0.000000,"NaN",0.005376,0.100000,0.004255,-0.060732,,,,,,,,,,,,,,,,,,,,,
1194,5396,1248,1248,0.096231,0.038492,0.000000,0.000000,0.000000,0.000000,0.014286,0.026316,0.200000,0.166667,0.001912,,,,,,,,,,,,,,,,,,,,,
8608,5396,542,542,0.142329,0.036969,0.000000,0.000000,0.000000,"NaN",0.040000,0.333333,0.025000,0.125000,0.009535,,,,,,,,,,,,,,,,,,,,,
7812,5396,993,993,0.029234,0.032258,0.000000,0.000000,0.000000,0.000000,0.040000,1.000000,1.000000,1.000000,0.004098,,,,,,,,,,,,,,,,,,,,,
2476,5396,561,561,0.096429,0.026786,0.000000,0.000000,0.000000,"NaN",0.028571,0.125000,0.250000,0.166667,0.008136,,,,,,,,,,,,,,,,,,,,,
6780,5396,1056,1057,0.358294,0.030332,0.000000,0.000000,0.000000,0.000000,0.002907,"NaN",0.062500,0.058824,0.018526,,,,,,,,,,,,,,,,,,,,,
8650,5396,300,300,0.123746,0.046823,0.000000,"NaN",0.000000,0.000000,0.045455,0.125000,1.000000,0.200000,0.014292,,,,,,,,,,,,,,,,,,,,,
5396,8582,1062,1062,0.024505,0.043355,0.000000,0.000000,0.000000,0.000000,0.058824,0.500000,1.000000,0.200000,0.005536,,,,,,,,,,,,,,,,,,,,,
9008,5396,632,632,0.393027,0.055468,0.000000,0.000000,0.000000,0.000000,0.007692,0.047619,0.010638,0.333333,-0.004333,,,,,,,,,,,,,,,,,,,,,
1365,5396,490,490,0.053170,0.038855,0.000000,0.000000,0.000000,0.000000,0.111111,0.100000,1.000000,0.200000,0.010208,,,,,,,,,,,,,,,,,,,,,
4400,5396,179,179,0.089888,0.056180,0.000000,"NaN",0.000000,"NaN",0.200000,0.250000,"NaN",0.166667,0.028686,,,,,,,,,,,,,,,,,,,,,
9784,5396,532,533,0.235405,0.048964,0.000000,0.000000,0.000000,0.000000,0.010989,1.000000,0.041667,0.125000,0.033693,,,,,,,,,,,,,,,,,,,,,
