"P1","P2","Rounds","Rounds","P1 Mean","P2 Mean","0-00","0-01","0-01","0-11","1-00","1-01","1-00","1-11","cov(p1,p2)",,,,,,,,,,,,,,,,,,,,,
7334,1378,1142,1142,0.656442,0.648554,0.000000,0.000000,0.000000,0.000000,0.083333,0.002994,0.010309,0.003268,-0.073919,,,,,,,,,,,,,,,,,,,,,
1513,1378,89,89,0.954545,0.920455,"NaN",0.000000,"NaN",0.000000,1.000000,0.500000,0.166667,0.013514,0.017620,,,,,,,,,,,,,,,,,,,,,
4678,1378,658,658,0.726027,0.724505,0.000000,0.000000,0.000000,0.000000,0.250000,0.006897,0.111111,0.003145,-0.024450,,,,,,,,,,,,,,,,,,,,,
1281,1378,190,190,0.677249,0.671958,0.000000,0.000000,0.000000,0.000000,0.500000,0.035714,0.040000,0.013889,0.065831,,,,,,,,,,,,,,,,,,,,,
7558,1378,712,712,0.545710,0.547117,0.000000,0.000000,0.000000,0.000000,0.333333,0.007576,0.250000,0.004032,0.059095,,,,,,,,,,,,,,,,,,,,,
4100,1378,101,102,0.650000,0.660000,0.000000,0.000000,0.000000,0.000000,1.000000,0.090909,0.100000,0.023256,0.065248,,,,,,,,,,,,,,,,,,,,,
7170,1378,826,826,0.972121,0.945455,0.000000,0.000000,0.000000,0.000000,1.000000,0.052632,0.025641,0.001346,0.003228,,,,,,,,,,,,,,,,,,,,,
8655,1378,1163,1163,0.435456,0.436317,0.000000,0.000000,0.000000,0.000000,0.090909,0.003817,0.200000,0.004405,0.010683,,,,,,,,,,,,,,,,,,,,,
4166,1378,1025,1025,0.575195,0.583984,0.000000,0.000000,0.000000,0.000000,0.200000,0.003704,0.250000,0.003236,-0.022101,,,,,,,,,,,,,,,,,,,,,
5209,1378,265,265,0.060606,0.094697,0.000000,0.000000,0.000000,0.000000,0.125000,"NaN",0.500000,0.200000,0.020798,,,,,,,,,,,,,,,,,,,,,
9992,1378,2204,2204,0.960962,0.935089,0.000000,0.000000,0.000000,0.000000,0.125000,0.014085,0.007519,"5.252100840336134E-4",0.001959,,,,,,,,,,,,,,,,,,,,,
5983,1378,1265,1265,0.452532,0.455696,0.000000,0.000000,0.000000,0.000000,0.142857,0.003165,0.125000,0.004167,-0.009060,,,,,,,,,,,,,,,,,,,,,
4205,1378,20,20,1.000000,1.000000,"NaN","NaN","NaN","NaN","NaN","NaN","NaN",0.055556,0.050000,,,,,,,,,,,,,,,,,,,,,
1378,4231,775,775,0.518088,0.519380,0.000000,0.000000,0.000000,0.000000,0.250000,0.003984,0.166667,0.007194,-0.077523,,,,,,,,,,,,,,,,,,,,,
4379,1378,4533,4533,0.035746,0.063327,0.000000,0.000000,0.000000,0.000000,0.007937,0.076923,0.333333,0.052632,0.003474,,,,,,,,,,,,,,,,,,,,,
6699,1378,14,14,0.923077,0.923077,"NaN","NaN","NaN",0.000000,"NaN",1.000000,"NaN",0.100000,0.054945,,,,,,,,,,,,,,,,,,,,,
7373,1378,513,513,0.662109,0.652344,0.000000,0.000000,0.000000,0.000000,0.045455,0.012500,0.012658,0.006369,0.020091,,,,,,,,,,,,,,,,,,,,,
7389,1378,1664,1664,0.458809,0.459411,0.000000,0.000000,0.000000,0.000000,0.071429,0.002646,0.076923,0.002801,0.011834,,,,,,,,,,,,,,,,,,,,,
7506,1378,45,45,0.136364,0.159091,0.000000,0.000000,0.000000,"NaN",0.333333,"NaN","NaN",0.500000,0.024242,,,,,,,,,,,,,,,,,,,,,
8322,1378,809,809,0.491337,0.488861,0.000000,0.000000,0.000000,0.000000,0.013889,0.004785,0.020000,0.015385,-0.092621,,,,,,,,,,,,,,,,,,,,,
7334,1513,554,554,0.142857,0.047016,0.000000,0.000000,0.000000,0.000000,0.023256,0.250000,0.040000,0.142857,0.011379,,,,,,,,,,,,,,,,,,,,,
7334,4678,515,515,0.620623,0.638132,0.000000,0.000000,0.000000,0.000000,0.142857,0.006667,0.035714,0.007463,-0.062585,,,,,,,,,,,,,,,,,,,,,
7334,1281,732,732,0.794802,0.805746,0.000000,0.000000,0.000000,0.000000,0.033333,0.009259,0.013514,0.002710,0.014366,,,,,,,,,,,,,,,,,,,,,
7558,7334,81,81,0.600000,0.612500,0.000000,"NaN",0.000000,0.000000,"NaN",0.041667,"NaN",0.043478,-0.062963,,,,,,,,,,,,,,,,,,,,,
7334,4100,776,775,0.718710,0.765161,0.000000,0.000000,0.000000,0.000000,0.017544,0.011628,0.025641,0.002667,0.093360,,,,,,,,,,,,,,,,,,,,,
7334,7170,2946,2946,0.130390,0.040407,0.000000,0.000000,0.000000,0.000000,0.004367,0.071429,0.008000,0.062500,0.003222,,,,,,,,,,,,,,,,,,,,,
8655,7334,1014,1014,0.656466,0.669299,0.000000,0.000000,0.000000,0.000000,0.333333,0.004132,0.166667,0.002421,-0.018406,,,,,,,,,,,,,,,,,,,,,
4166,7334,5260,5260,0.613615,0.624073,0.000000,0.000000,0.000000,0.000000,0.090909,"6.49772579597141E-4",0.018519,"6.165228113440197E-4",-0.063415,,,,,,,,,,,,,,,,,,,,,
7334,5209,116,116,0.182609,0.104348,0.000000,0.000000,0.000000,0.000000,0.125000,0.333333,0.166667,0.250000,0.033283,,,,,,,,,,,,,,,,,,,,,
9992,7334,2119,2119,0.651086,0.659112,0.000000,0.000000,0.000000,0.000000,0.166667,0.001637,0.055556,0.001346,-0.067746,,,,,,,,,,,,,,,,,,,,,
7334,5983,575,575,0.604530,0.594077,0.000000,0.000000,0.000000,0.000000,0.125000,0.006024,0.028571,0.007246,-0.062345,,,,,,,,,,,,,,,,,,,,,
7334,4205,234,234,0.579399,0.579399,0.000000,0.000000,0.000000,0.000000,0.250000,0.014493,0.055556,0.022727,-0.076758,,,,,,,,,,,,,,,,,,,,,
7334,4231,355,355,0.714689,0.709040,0.000000,0.000000,0.000000,0.000000,0.333333,0.012048,0.035714,0.007194,-0.039214,,,,,,,,,,,,,,,,,,,,,
7334,4379,468,468,0.104925,0.021413,0.000000,0.000000,0.000000,0.000000,0.033333,0.250000,0.071429,1.000000,0.002041,,,,,,,,,,,,,,,,,,,,,
7334,6699,174,174,0.745665,0.751445,0.000000,0.000000,0.000000,0.000000,0.333333,0.030303,0.058824,0.013158,-0.002193,,,,,,,,,,,,,,,,,,,,,
7334,7373,491,491,0.740816,0.700000,0.000000,0.000000,0.000000,0.000000,0.058824,0.011765,0.016129,0.005051,0.004934,,,,,,,,,,,,,,,,,,,,,
7334,7389,660,660,0.634294,0.617602,0.000000,0.000000,0.000000,0.000000,0.090909,0.005848,0.020000,0.005376,-0.040617,,,,,,,,,,,,,,,,,,,,,
7334,7506,410,410,0.124694,0.024450,0.000000,0.000000,0.000000,"NaN",0.032258,1.000000,0.058824,0.500000,0.001849,,,,,,,,,,,,,,,,,,,,,
7334,8322,682,682,0.656388,0.635830,0.000000,0.000000,0.000000,0.000000,0.066667,0.005682,0.015152,0.005263,-0.051100,,,,,,,,,,,,,,,,,,,,,
4678,1513,510,510,0.919450,0.958743,0.000000,"NaN",0.000000,0.000000,"NaN",0.027027,1.000000,0.002331,0.004299,,,,,,,,,,,,,,,,,,,,,
1281,1513,818,818,0.097919,0.035496,0.000000,0.000000,0.000000,0.000000,0.045455,0.058824,0.031250,0.125000,0.007544,,,,,,,,,,,,,,,,,,,,,
7558,1513,1728,1728,0.070643,0.039375,0.000000,0.000000,0.000000,"NaN",0.019608,0.020000,0.250000,0.062500,0.006485,,,,,,,,,,,,,,,,,,,,,
4100,1513,1262,1263,0.084060,0.035686,0.000000,0.000000,0.000000,0.000000,0.011765,0.250000,0.083333,0.200000,0.004933,,,,,,,,,,,,,,,,,,,,,
7170,1513,94,94,0.215054,0.161290,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.111111,0.142857,0.051704,,,,,,,,,,,,,,,,,,,,,
8655,1513,5138,5138,0.061709,0.032120,0.000000,0.000000,0.000000,"NaN",0.006757,0.006711,0.166667,0.076923,"5.489524741051989E-4",,,,,,,,,,,,,,,,,,,,,
4166,1513,344,344,0.930029,0.970845,0.000000,0.000000,0.000000,0.000000,"NaN",0.045455,"NaN",0.003378,0.003500,,,,,,,,,,,,,,,,,,,,,
5209,1513,856,856,0.049123,0.039766,0.000000,0.000000,0.000000,"NaN",0.047619,1.000000,0.125000,0.090909,0.010914,,,,,,,,,,,,,,,,,,,,,
9992,1513,2024,2024,0.110727,0.086011,0.000000,0.000000,0.000000,0.000000,0.016667,0.018182,0.500000,0.009434,0.045350,,,,,,,,,,,,,,,,,,,,,
5983,1513,49,49,0.895833,0.895833,0.000000,"NaN",0.000000,"NaN","NaN",0.250000,"NaN",0.026316,0.026361,,,,,,,,,,,,,,,,,,,,,
4205,1513,136,136,0.933333,0.948148,0.000000,"NaN",0.000000,0.000000,"NaN",0.125000,"NaN",0.008547,0.010458,,,,,,,,,,,,,,,,,,,,,
1513,4231,477,477,0.945378,0.913866,"NaN",0.000000,0.000000,0.000000,0.333333,0.047619,0.031250,0.002545,0.003409,,,,,,,,,,,,,,,,,,,,,
4379,1513,414,414,0.041162,0.048426,0.000000,0.000000,0.000000,0.000000,0.090909,1.000000,1.000000,0.333333,0.007697,,,,,,,,,,,,,,,,,,,,,
6699,1513,1850,1850,0.062196,0.032450,0.000000,0.000000,0.000000,0.000000,0.021739,0.021739,0.100000,0.083333,0.005014,,,,,,,,,,,,,,,,,,,,,
7373,1513,69,69,0.764706,0.911765,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,0.333333,0.027027,0.018755,,,,,,,,,,,,,,,,,,,,,
7389,1513,702,702,0.931526,0.960057,0.000000,0.000000,0.000000,0.000000,"NaN",0.022727,"NaN",0.001645,0.001392,,,,,,,,,,,,,,,,,,,,,
7506,1513,3501,3501,0.035143,0.029143,0.000000,0.000000,0.000000,0.000000,0.009346,0.166667,0.166667,0.333333,0.001262,,,,,,,,,,,,,,,,,,,,,
8322,1513,3193,3193,0.044486,0.031328,0.000000,0.000000,0.000000,0.000000,0.010870,0.250000,0.025000,0.200000,0.001740,,,,,,,,,,,,,,,,,,,,,
4678,1281,1622,1622,0.756323,0.774830,0.000000,0.000000,0.000000,0.000000,0.250000,0.003247,0.050000,0.001120,-0.010707,,,,,,,,,,,,,,,,,,,,,
7558,4678,395,395,0.733503,0.733503,0.000000,0.000000,0.000000,0.000000,1.000000,0.015873,0.142857,0.004608,0.031864,,,,,,,,,,,,,,,,,,,,,
4100,4678,362,363,0.689751,0.695291,0.000000,0.000000,0.000000,0.000000,0.035714,0.090909,0.071429,0.005102,0.153326,,,,,,,,,,,,,,,,,,,,,
4678,7170,248,248,0.178138,0.109312,0.000000,0.000000,0.000000,0.000000,0.076923,0.090909,0.200000,0.071429,0.041335,,,,,,,,,,,,,,,,,,,,,
8655,4678,712,712,0.642757,0.644163,0.000000,0.000000,0.000000,0.000000,0.250000,0.009804,0.111111,0.002933,0.078806,,,,,,,,,,,,,,,,,,,,,
4166,4678,126,126,0.600000,0.632000,0.000000,0.000000,0.000000,0.000000,"NaN",0.027778,1.000000,0.027027,-0.064190,,,,,,,,,,,,,,,,,,,,,
5209,4678,1109,1109,0.035199,0.039711,0.000000,0.000000,0.000000,0.000000,0.030303,"NaN",1.000000,0.250000,0.004921,,,,,,,,,,,,,,,,,,,,,
9992,4678,201,201,0.950000,0.920000,"NaN",0.000000,0.000000,0.000000,1.000000,0.125000,0.076923,0.005952,0.005348,,,,,,,,,,,,,,,,,,,,,
5983,4678,938,938,0.601921,0.616862,0.000000,0.000000,0.000000,0.000000,0.125000,0.004950,0.333333,0.002857,0.020769,,,,,,,,,,,,,,,,,,,,,
4678,4205,440,440,0.637813,0.630979,0.000000,0.000000,0.000000,0.000000,0.333333,0.010204,0.125000,0.005882,"-6.212466349140472E-4",,,,,,,,,,,,,,,,,,,,,
4678,4231,356,356,0.645070,0.645070,0.000000,0.000000,0.000000,0.000000,0.500000,0.012048,0.200000,0.007246,-0.012130,,,,,,,,,,,,,,,,,,,,,
4678,4379,451,451,0.035556,0.024444,0.000000,0.000000,0.000000,0.000000,0.090909,0.500000,"NaN",0.500000,0.005799,,,,,,,,,,,,,,,,,,,,,
4678,6699,463,463,0.722944,0.727273,0.000000,"NaN",0.000000,0.000000,0.500000,0.017241,0.333333,0.003704,0.074925,,,,,,,,,,,,,,,,,,,,,
4678,7373,378,378,0.663130,0.660477,0.000000,0.000000,0.000000,0.000000,0.250000,0.011905,0.200000,0.006410,-0.001810,,,,,,,,,,,,,,,,,,,,,
4678,7389,2019,2019,0.629336,0.626858,0.000000,0.000000,0.000000,0.000000,0.062500,0.001916,0.037037,0.001420,-0.034051,,,,,,,,,,,,,,,,,,,,,
4678,7506,448,448,0.031320,0.031320,0.000000,0.000000,0.000000,0.000000,0.111111,0.500000,"NaN",0.500000,0.005733,,,,,,,,,,,,,,,,,,,,,
4678,8322,210,210,0.660287,0.631579,0.000000,0.000000,0.000000,"NaN","NaN",0.018868,0.142857,0.012987,-0.046617,,,,,,,,,,,,,,,,,,,,,
7558,1281,307,307,0.781046,0.790850,0.000000,0.000000,0.000000,0.000000,"NaN",0.016667,0.250000,0.005747,-0.030710,,,,,,,,,,,,,,,,,,,,,
4100,1281,337,338,0.550595,0.800595,"NaN",0.000000,0.000000,0.000000,0.033333,0.008772,0.090909,0.033333,"9.802882577363314E-4",,,,,,,,,,,,,,,,,,,,,
7170,1281,2589,2589,0.037481,0.101236,0.000000,0.000000,0.000000,0.000000,0.014085,0.125000,0.250000,0.071429,0.005094,,,,,,,,,,,,,,,,,,,,,
8655,1281,39,39,0.842105,0.842105,"NaN","NaN",0.000000,"NaN","NaN",0.200000,"NaN",0.038462,-0.006748,,,,,,,,,,,,,,,,,,,,,
4166,1281,3261,3261,0.762883,0.782209,0.000000,0.000000,0.000000,0.000000,0.333333,0.001508,0.055556,"5.549389567147614E-4",-0.025385,,,,,,,,,,,,,,,,,,,,,
5209,1281,1111,1111,0.840541,0.804505,0.000000,0.000000,0.000000,0.000000,0.006944,0.050000,0.015152,0.001425,0.102768,,,,,,,,,,,,,,,,,,,,,
9992,1281,4191,4191,0.763484,0.785680,0.000000,0.000000,0.000000,0.000000,0.200000,0.001189,0.062500,"4.280821917808219E-4",-0.021191,,,,,,,,,,,,,,,,,,,,,
5983,1281,862,862,0.703833,0.727062,0.000000,0.000000,0.000000,0.000000,0.500000,0.006098,1.000000,0.002283,0.018481,,,,,,,,,,,,,,,,,,,,,
4205,1281,416,416,0.812048,0.819277,0.000000,0.000000,0.000000,0.000000,1.000000,0.013514,0.250000,0.003891,-0.025139,,,,,,,,,,,,,,,,,,,,,
1281,4231,186,186,0.718919,0.718919,0.000000,0.000000,0.000000,0.000000,0.250000,0.037037,0.040000,0.013158,0.042691,,,,,,,,,,,,,,,,,,,,,
4379,1281,1030,1030,0.032070,0.095238,0.000000,0.000000,0.000000,"NaN",0.045455,0.333333,1.000000,0.166667,0.002780,,,,,,,,,,,,,,,,,,,,,
1281,6699,804,804,0.770859,0.773350,0.000000,0.000000,0.000000,0.000000,0.062500,0.006993,0.007874,0.003012,-0.013833,,,,,,,,,,,,,,,,,,,,,
7373,1281,2067,2067,0.695547,0.745886,0.000000,0.000000,0.000000,0.000000,0.011628,0.002747,0.003831,0.001379,0.002266,,,,,,,,,,,,,,,,,,,,,
7389,1281,1302,1302,0.707148,0.720984,0.000000,0.000000,0.000000,0.000000,0.500000,0.004292,0.250000,0.001471,0.026291,,,,,,,,,,,,,,,,,,,,,
1281,7506,5436,5436,0.096044,0.029071,0.000000,0.000000,0.000000,0.000000,0.005051,0.009009,0.005208,0.050000,0.001992,,,,,,,,,,,,,,,,,,,,,
8322,1281,1857,1857,0.524246,0.659483,0.000000,0.000000,0.000000,0.000000,0.004132,0.004587,0.017241,0.002203,0.031072,,,,,,,,,,,,,,,,,,,,,
7558,4100,978,977,0.659161,0.662231,0.000000,0.000000,0.000000,0.000000,0.017857,0.032258,0.047619,0.001869,0.180101,,,,,,,,,,,,,,,,,,,,,
7558,7170,734,734,0.939973,0.972715,0.000000,0.000000,0.000000,0.000000,"NaN",0.025000,1.000000,0.001546,"9.72079208656896E-4",,,,,,,,,,,,,,,,,,,,,
8655,7558,896,896,0.606704,0.606704,0.000000,0.000000,0.000000,0.000000,0.333333,0.004902,0.142857,0.003049,0.009975,,,,,,,,,,,,,,,,,,,,,
4166,7558,183,183,0.489011,0.505495,0.000000,0.000000,0.000000,0.000000,1.000000,0.018868,1.000000,0.030303,-0.042545,,,,,,,,,,,,,,,,,,,,,
7558,5209,2378,2378,0.063105,0.031552,0.000000,0.000000,0.000000,0.000000,0.014085,0.015625,0.200000,0.111111,0.002217,,,,,,,,,,,,,,,,,,,,,
9992,7558,1096,1096,0.964384,0.926027,"NaN",0.000000,0.000000,0.000000,0.333333,0.028571,0.012987,0.001064,"9.199080091990787E-4",,,,,,,,,,,,,,,,,,,,,
7558,5983,1505,1505,0.500665,0.498670,0.000000,0.000000,0.000000,0.000000,0.076923,0.002463,0.076923,0.003125,-0.028091,,,,,,,,,,,,,,,,,,,,,
7558,4205,1289,1289,0.533385,0.534161,0.000000,0.000000,0.000000,0.000000,0.166667,0.002899,0.066667,0.003125,-0.026929,,,,,,,,,,,,,,,,,,,,,
7558,4231,132,132,0.656489,0.648855,0.000000,0.000000,0.000000,0.000000,1.000000,0.055556,0.500000,0.015625,0.073444,,,,,,,,,,,,,,,,,,,,,
7558,4379,551,551,0.114545,0.078182,0.000000,0.000000,0.000000,"NaN",0.055556,0.076923,0.500000,0.034483,0.043788,,,,,,,,,,,,,,,,,,,,,
7558,6699,666,666,0.676692,0.699248,0.000000,0.000000,0.000000,0.000000,0.250000,0.007692,0.200000,0.003226,0.023776,,,,,,,,,,,,,,,,,,,,,
7558,7373,524,524,0.717017,0.726577,0.000000,0.000000,0.000000,0.000000,0.500000,0.008475,0.333333,0.003984,-0.024754,,,,,,,,,,,,,,,,,,,,,
7558,7389,918,918,0.470011,0.466739,0.000000,0.000000,0.000000,0.000000,0.111111,0.003876,0.142857,0.006410,-0.041380,,,,,,,,,,,,,,,,,,,,,
7558,7506,1662,1662,0.053582,0.030102,0.000000,0.000000,0.000000,0.000000,0.024390,0.028571,1.000000,0.090909,0.005613,,,,,,,,,,,,,,,,,,,,,
7558,8322,1097,1097,0.657847,0.669708,0.000000,0.000000,0.000000,0.000000,0.250000,0.003546,0.166667,0.002336,-0.040529,,,,,,,,,,,,,,,,,,,,,
4100,7170,75,76,0.540541,0.297297,0.000000,0.000000,0.000000,0.000000,0.041667,0.166667,0.200000,0.200000,0.030631,,,,,,,,,,,,,,,,,,,,,
8655,4100,19,18,0.666667,0.611111,"NaN",0.000000,0.000000,0.000000,1.000000,0.333333,0.250000,0.333333,-0.052632,,,,,,,,,,,,,,,,,,,,,
4166,4100,42,41,0.560976,0.560976,0.000000,0.000000,0.000000,0.000000,0.333333,0.250000,0.250000,0.090909,0.058653,,,,,,,,,,,,,,,,,,,,,
5209,4100,1098,1097,0.034640,0.074749,0.000000,0.000000,0.000000,0.000000,0.032258,0.500000,1.000000,0.333333,0.005617,,,,,,,,,,,,,,,,,,,,,
9992,4100,524,523,0.667304,0.674952,0.000000,0.000000,0.000000,0.000000,0.023256,0.050000,0.076923,0.003676,0.166140,,,,,,,,,,,,,,,,,,,,,
5983,4100,315,314,0.735669,0.777070,0.000000,0.000000,0.000000,0.000000,0.052632,0.058824,0.200000,0.005291,0.133970,,,,,,,,,,,,,,,,,,,,,
4100,4205,1985,1986,0.559980,0.556452,0.000000,0.000000,0.000000,0.000000,0.018519,0.027027,0.016393,0.001043,0.196620,,,,,,,,,,,,,,,,,,,,,
4100,4231,1556,1557,0.625723,0.621222,0.000000,0.000000,0.000000,0.000000,0.026316,0.033333,0.020833,0.001167,0.187743,,,,,,,,,,,,,,,,,,,,,
4100,4379,622,623,0.070853,0.033816,0.000000,0.000000,0.000000,0.000000,0.027778,0.250000,0.250000,"NaN","8.284532260486419E-4",,,,,,,,,,,,,,,,,,,,,
4100,6699,46,47,0.644444,0.666667,0.000000,0.000000,0.000000,0.000000,"NaN",0.142857,0.200000,0.058824,0.024155,,,,,,,,,,,,,,,,,,,,,
4100,7373,1902,1903,0.549711,0.866912,0.000000,0.000000,0.000000,0.000000,0.007353,0.001475,0.038462,0.004878,0.013442,,,,,,,,,,,,,,,,,,,,,
4100,7389,1381,1382,0.687681,0.681159,0.000000,0.000000,0.000000,0.000000,0.026316,0.032258,0.023256,0.001195,0.173223,,,,,,,,,,,,,,,,,,,,,
4100,7506,11,12,0.600000,0.300000,0.000000,"NaN",0.000000,0.000000,0.500000,1.000000,1.000000,1.000000,0.036364,,,,,,,,,,,,,,,,,,,,,
4100,8322,666,667,0.657143,0.634586,0.000000,0.000000,0.000000,0.000000,0.010000,0.055556,0.043478,0.003390,0.156545,,,,,,,,,,,,,,,,,,,,,
8655,7170,396,396,0.916456,0.956962,0.000000,0.000000,0.000000,0.000000,"NaN",0.035714,1.000000,0.003003,0.006214,,,,,,,,,,,,,,,,,,,,,
4166,7170,335,335,0.940120,0.970060,"NaN","NaN",0.000000,0.000000,"NaN",0.050000,"NaN",0.003413,"9.29484314952185E-4",,,,,,,,,,,,,,,,,,,,,
5209,7170,89,89,0.136364,0.261364,0.000000,0.000000,0.000000,0.000000,0.166667,"NaN",1.000000,0.250000,0.021578,,,,,,,,,,,,,,,,,,,,,
9992,7170,1142,1142,0.070990,0.045574,0.000000,0.000000,0.000000,0.000000,0.030303,0.038462,1.000000,0.050000,0.015172,,,,,,,,,,,,,,,,,,,,,
5983,7170,198,198,0.091371,0.111675,0.000000,0.000000,0.000000,0.000000,0.333333,0.500000,"NaN",0.083333,0.055838,,,,,,,,,,,,,,,,,,,,,
4205,7170,813,813,0.943350,0.961823,"NaN",0.000000,0.000000,0.000000,"NaN",0.022222,1.000000,0.001391,-0.001047,,,,,,,,,,,,,,,,,,,,,
7170,4231,349,349,0.968391,0.945402,0.000000,"NaN","NaN",0.000000,1.000000,0.111111,0.058824,0.003226,0.006645,,,,,,,,,,,,,,,,,,,,,
4379,7170,345,345,0.043605,0.084302,0.000000,0.000000,0.000000,0.000000,0.100000,1.000000,1.000000,0.500000,0.005056,,,,,,,,,,,,,,,,,,,,,
7170,6699,627,627,0.969649,0.945687,"NaN","NaN",0.000000,0.000000,"NaN",0.052632,0.031250,0.001799,"-1.8598631344553723E-4",,,,,,,,,,,,,,,,,,,,,
7373,7170,1694,1694,0.099232,0.046072,0.000000,0.000000,0.000000,0.000000,0.021739,0.018519,0.020000,0.058824,0.007244,,,,,,,,,,,,,,,,,,,,,
7389,7170,797,797,0.937186,0.966080,0.000000,0.000000,0.000000,0.000000,"NaN",0.022727,"NaN",0.001427,0.002774,,,,,,,,,,,,,,,,,,,,,
7170,7506,232,232,0.064935,0.034632,0.000000,0.000000,0.000000,0.000000,0.333333,1.000000,0.111111,0.500000,0.010748,,,,,,,,,,,,,,,,,,,,,
8322,7170,1209,1209,0.074503,0.047185,0.000000,0.000000,0.000000,0.000000,0.025000,0.500000,0.022222,0.500000,0.001454,,,,,,,,,,,,,,,,,,,,,
8655,4166,116,116,0.869565,0.860870,"NaN","NaN",0.000000,0.000000,"NaN",0.066667,0.500000,0.012195,-0.011694,,,,,,,,,,,,,,,,,,,,,
8655,5209,316,316,0.085714,0.053968,0.000000,0.000000,0.000000,"NaN",0.125000,0.111111,0.500000,0.142857,0.017611,,,,,,,,,,,,,,,,,,,,,
8655,9992,104,104,0.902913,0.932039,"NaN","NaN",0.000000,0.000000,"NaN",0.100000,1.000000,0.012346,0.001494,,,,,,,,,,,,,,,,,,,,,
8655,5983,965,965,0.562241,0.557054,0.000000,0.000000,0.000000,0.000000,0.090909,0.003831,0.100000,0.003861,-0.036940,,,,,,,,,,,,,,,,,,,,,
8655,4205,1258,1258,0.575179,0.582339,0.000000,0.000000,0.000000,0.000000,0.125000,0.003021,0.111111,0.002674,-0.024420,,,,,,,,,,,,,,,,,,,,,
8655,4231,843,843,0.552257,0.547506,0.000000,0.000000,0.000000,0.000000,0.142857,0.004975,0.200000,0.003984,0.002033,,,,,,,,,,,,,,,,,,,,,
8655,4379,358,358,0.140056,0.114846,0.000000,"NaN",0.000000,0.000000,0.111111,0.111111,"NaN",0.032258,0.073596,,,,,,,,,,,,,,,,,,,,,
8655,6699,280,280,0.702509,0.716846,0.000000,0.000000,0.000000,0.000000,0.500000,0.026316,"NaN",0.006452,0.068100,,,,,,,,,,,,,,,,,,,,,
8655,7373,2373,2373,0.666105,0.672428,0.000000,0.000000,0.000000,0.000000,0.076923,0.002105,0.071429,"9.285051067780873E-4",0.016868,,,,,,,,,,,,,,,,,,,,,
8655,7389,809,809,0.480198,0.482673,0.000000,0.000000,0.000000,0.000000,0.200000,0.004292,0.250000,0.006897,-0.045849,,,,,,,,,,,,,,,,,,,,,
8655,7506,511,511,0.080392,0.050980,0.000000,"NaN",0.000000,"NaN",0.083333,0.076923,0.500000,0.076923,0.021400,,,,,,,,,,,,,,,,,,,,,
8655,8322,100,100,0.646465,0.666667,0.000000,0.000000,0.000000,0.000000,1.000000,0.041667,"NaN",0.026316,-0.022626,,,,,,,,,,,,,,,,,,,,,
4166,5209,1069,1069,0.064607,0.029963,0.000000,0.000000,0.000000,"NaN",0.027778,0.043478,1.000000,0.125000,0.005557,,,,,,,,,,,,,,,,,,,,,
4166,9992,165,165,0.914634,0.951220,0.000000,"NaN",0.000000,0.000000,"NaN",0.090909,"NaN",0.007246,0.019401,,,,,,,,,,,,,,,,,,,,,
4166,5983,771,771,0.511688,0.497403,0.000000,0.000000,0.000000,0.000000,0.111111,0.005556,0.111111,0.005128,0.002958,,,,,,,,,,,,,,,,,,,,,
4166,4205,386,386,0.644156,0.651948,0.000000,0.000000,0.000000,0.000000,0.500000,0.014286,0.333333,0.005814,0.038275,,,,,,,,,,,,,,,,,,,,,
4166,4231,475,475,0.563291,0.550633,0.000000,0.000000,0.000000,0.000000,0.200000,0.008547,0.200000,0.007194,-0.007826,,,,,,,,,,,,,,,,,,,,,
4166,4379,616,616,0.069919,0.050407,0.000000,"NaN",0.000000,0.000000,0.083333,0.045455,"NaN",0.125000,0.011116,,,,,,,,,,,,,,,,,,,,,
4166,6699,1907,1907,0.774921,0.786464,0.000000,0.000000,0.000000,0.000000,0.200000,0.004032,0.071429,"8.271298593879239E-4",0.044597,,,,,,,,,,,,,,,,,,,,,
4166,7373,1172,1172,0.711358,0.717336,0.000000,0.000000,0.000000,0.000000,0.200000,0.004149,0.090909,0.001739,-0.001734,,,,,,,,,,,,,,,,,,,,,
4166,7389,295,295,0.523810,0.527211,0.000000,0.000000,0.000000,0.000000,0.500000,0.026316,"NaN",0.008850,0.115935,,,,,,,,,,,,,,,,,,,,,
4166,7506,322,322,0.087227,0.068536,0.000000,"NaN",0.000000,0.000000,0.200000,0.090909,1.000000,0.100000,0.028308,,,,,,,,,,,,,,,,,,,,,
4166,8322,1016,1016,0.489655,0.498522,0.000000,0.000000,0.000000,0.000000,0.200000,0.003003,0.166667,0.006579,-0.088199,,,,,,,,,,,,,,,,,,,,,
9992,5209,3524,3524,0.063582,0.036049,0.000000,0.000000,0.000000,"NaN",0.010526,0.009174,0.111111,0.100000,"5.470778535603352E-4",,,,,,,,,,,,,,,,,,,,,
5983,5209,1087,1087,0.069061,0.048803,0.000000,0.000000,0.000000,0.000000,0.041667,0.027027,0.333333,0.100000,0.007682,,,,,,,,,,,,,,,,,,,,,
5209,4205,1194,1194,0.046940,0.072087,0.000000,0.000000,0.000000,0.000000,0.028571,1.000000,0.250000,0.066667,0.015060,,,,,,,,,,,,,,,,,,,,,
